@relation mfeat-weka.filters.unsupervised.instance.RemovePercentage-P33.0

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.073239,0.417537,0.391378,0.106173,0.382801,0.265985,0.554785,0.283544,0.468311,0.24656,0.265585,0.322927,0.098689,0.233575,0.085222,0.123744,0.314128,0.138761,0.062087,0.072486,0.064674,0.20776,0.144647,0.081918,0.124113,0.102295,0.088874,0.138165,0.121685,0.123293,0.112186,0.043255,0.008953,0.125946,0.128462,0.105463,0.072251,0.049201,0.111081,0.043427,0.039758,0.094557,0.113273,0.081662,0.03876,0.102354,0.101403,0.090603,0.024346,0.057493,0.088797,0.185518,0.055718,0.075223,0.128746,0.208257,0.103197,0.099348,0.084134,0.185367,0.154699,0.19872,0.106566,0.212319,0.042511,0.211436,0.049675,0.068344,0.118741,0.198342,0.170255,0.111585,0.290096,0.029081,0.129009,0.125165,5
0.167391,0.50729,0.179346,0.440872,0.282771,0.154818,0.598317,0.017009,0.435833,0.187977,0.18539,0.227858,0.122414,0.256902,0.086429,0.154552,0.256833,0.189788,0.142193,0.169753,0.047216,0.091433,0.171485,0.17293,0.112292,0.032287,0.056817,0.07466,0.178462,0.059866,0.117152,0.097344,0.01912,0.079857,0.035564,0.158538,0.11475,0.052853,0.043918,0.062979,0.077459,0.102926,0.10645,0.087127,0.117727,0.041588,0.085093,0.076693,0.038468,0.067354,0.150836,0.052191,0.118006,0.108939,0.1433,0.012257,0.166397,0.063716,0.012153,0.082192,0.105485,0.019944,0.100079,0.157739,0.032202,0.170351,0.158428,0.161922,0.17663,0.227042,0.239365,0.078394,0.27264,0.028667,0.112326,0.024887,5
0.10861,0.389219,0.405236,0.107826,0.468859,0.176896,0.365476,0.367607,0.404666,0.247007,0.097808,0.138517,0.301883,0.156056,0.106692,0.153056,0.104834,0.152504,0.059028,0.044022,0.143913,0.058977,0.094917,0.067296,0.075404,0.085034,0.065471,0.094381,0.147959,0.092181,0.112439,0.05813,0.048729,0.109695,0.119817,0.056408,0.020652,0.071932,0.107689,0.051169,0.03508,0.010615,0.089671,0.098908,0.079755,0.040789,0.117618,0.162964,0.053029,0.053277,0.153301,0.073565,0.004675,0.09459,0.111379,0.031106,0.073763,0.154038,0.129436,0.064152,0.201031,0.169084,0.069953,0.043278,0.186742,0.059315,0.084331,0.115046,0.20643,0.1645,0.11057,0.064591,0.412873,0.134878,0.074052,0.181147,5
0.091702,0.523617,0.327737,0.311726,0.466438,0.246891,0.533934,0.109522,0.513,0.299146,0.111924,0.115461,0.161902,0.206059,0.198458,0.170084,0.066137,0.055954,0.179578,0.067412,0.184669,0.100755,0.077618,0.167412,0.098039,0.143079,0.179463,0.085154,0.12515,0.052396,0.040494,0.093606,0.09042,0.143268,0.058659,0.049589,0.102799,0.159093,0.033035,0.073184,0.062169,0.071584,0.137724,0.019088,0.111794,0.040253,0.060083,0.173628,0.139807,0.03379,0.134664,0.122912,0.174074,0.045209,0.113603,0.143475,0.134387,0.050962,0.159391,0.143558,0.177087,0.123995,0.181741,0.155593,0.212639,0.085626,0.200547,0.24723,0.109408,0.073147,0.160076,0.114356,0.313659,0.072252,0.203463,0.085252,5
0.12869,0.569363,0.242675,0.371643,0.378432,0.206748,0.565059,0.087251,0.488947,0.206329,0.227276,0.30141,0.037711,0.249526,0.030313,0.146186,0.329049,0.167876,0.11518,0.106669,0.206044,0.197836,0.140454,0.233989,0.121142,0.071784,0.085124,0.23921,0.208167,0.085189,0.111863,0.021293,0.216632,0.164637,0.07783,0.152036,0.073604,0.161119,0.10979,0.082586,0.184824,0.067102,0.104181,0.065468,0.040318,0.056987,0.055986,0.036005,0.052965,0.087062,0.081688,0.054964,0.109776,0.074727,0.0535,0.077071,0.172067,0.031848,0.048857,0.051103,0.104197,0.049976,0.112347,0.088934,0.054073,0.131133,0.111749,0.123964,0.114727,0.239331,0.18563,0.14274,0.329764,0.128378,0.232218,0.069135,5
0.070356,0.516109,0.327266,0.292103,0.506633,0.172682,0.493517,0.297442,0.394671,0.294837,0.183161,0.113462,0.265662,0.172131,0.187377,0.130277,0.066464,0.265218,0.096389,0.123071,0.142378,0.064855,0.196671,0.121503,0.121472,0.116212,0.185742,0.152976,0.109434,0.08913,0.101788,0.144033,0.105198,0.197442,0.068062,0.045962,0.130764,0.119902,0.175638,0.072688,0.065581,0.116711,0.104887,0.13468,0.067815,0.046773,0.090849,0.126704,0.038098,0.029825,0.09904,0.132433,0.102631,0.041377,0.095943,0.116454,0.113798,0.069281,0.067071,0.163288,0.202284,0.138356,0.100716,0.203515,0.287248,0.033964,0.113792,0.178248,0.257442,0.11743,0.085005,0.191574,0.38845,0.14503,0.287989,0.112797,5
0.128927,0.450897,0.095303,0.487923,0.385059,0.145209,0.581394,0.154787,0.454074,0.234479,0.183652,0.285971,0.11802,0.219813,0.04491,0.104643,0.262371,0.244035,0.170649,0.125702,0.107888,0.153882,0.094583,0.202195,0.179533,0.104585,0.055575,0.091533,0.209007,0.163316,0.077294,0.071317,0.057258,0.147293,0.151348,0.074288,0.1172,0.078062,0.111494,0.051422,0.079103,0.211401,0.074405,0.080306,0.0598,0.11293,0.08164,0.065664,0.124354,0.123246,0.044758,0.123707,0.131241,0.005893,0.069882,0.170294,0.133022,0.080857,0.123452,0.126349,0.051234,0.188731,0.182726,0.072068,0.141874,0.20809,0.085197,0.012794,0.218968,0.237612,0.120402,0.128312,0.317048,0.063473,0.109246,0.063326,5
0.119568,0.318612,0.431789,0.283136,0.370987,0.258091,0.460591,0.25363,0.454944,0.184352,0.185324,0.239185,0.099058,0.076386,0.113469,0.053218,0.247056,0.076741,0.088431,0.166932,0.02111,0.112056,0.116156,0.102119,0.184565,0.031218,0.040284,0.105337,0.143811,0.090964,0.132237,0.124981,0.066111,0.107453,0.07542,0.096117,0.122856,0.0772,0.063636,0.09888,0.028229,0.102804,0.064694,0.018803,0.104774,0.093081,0.055246,0.12882,0.038553,0.13387,0.099971,0.103283,0.049174,0.156828,0.064169,0.051008,0.093437,0.113379,0.039491,0.105455,0.023847,0.076304,0.081667,0.210213,0.075649,0.174803,0.105956,0.182389,0.154129,0.263385,0.192839,0.136988,0.207502,0.146297,0.10275,0.011973,5
0.083838,0.349783,0.047387,0.506881,0.536851,0.114623,0.402487,0.114006,0.580404,0.328109,0.123108,0.049075,0.057298,0.246063,0.233021,0.20452,0.099931,0.057412,0.220501,0.20645,0.148511,0.058232,0.09114,0.162489,0.186517,0.116689,0.01957,0.019063,0.185543,0.077452,0.11088,0.01724,0.032393,0.216185,0.081494,0.102757,0.058297,0.030999,0.135632,0.061123,0.072669,0.018918,0.050953,0.119448,0.048307,0.020055,0.164075,0.106756,0.052749,0.032482,0.145081,0.155299,0.031369,0.049242,0.129986,0.151342,0.052407,0.039482,0.148019,0.17135,0.040432,0.045973,0.077411,0.175608,0.162142,0.057658,0.098225,0.191837,0.099921,0.11723,0.105811,0.229069,0.251316,0.152388,0.186035,0.244365,5
0.107966,0.532117,0.377088,0.324208,0.252558,0.241715,0.53829,0.189404,0.475235,0.259688,0.259761,0.197573,0.049301,0.065002,0.083958,0.168058,0.295512,0.147839,0.079452,0.057375,0.092196,0.228186,0.146957,0.090495,0.087172,0.050638,0.096395,0.140167,0.170967,0.127786,0.04052,0.049801,0.116553,0.132467,0.128267,0.102085,0.034268,0.083286,0.104779,0.086482,0.097998,0.086547,0.040526,0.069828,0.050352,0.058984,0.114305,0.084432,0.089415,0.015381,0.112002,0.069278,0.161832,0.039909,0.054949,0.099268,0.140456,0.09861,0.076944,0.11029,0.065479,0.137389,0.072318,0.083848,0.050199,0.191047,0.119261,0.114568,0.114917,0.159606,0.219303,0.068772,0.233547,0.04874,0.143575,0.11422,5
0.189913,0.458186,0.285464,0.274342,0.357904,0.112407,0.255429,0.279475,0.494741,0.062867,0.184327,0.052445,0.306707,0.186861,0.165212,0.096463,0.12014,0.061358,0.057277,0.110211,0.063909,0.072794,0.128011,0.080983,0.09259,0.090942,0.106769,0.085687,0.094633,0.064562,0.05834,0.059419,0.111618,0.052706,0.083128,0.067003,0.103526,0.104489,0.076155,0.039117,0.068861,0.099179,0.082565,0.027815,0.076546,0.075919,0.045692,0.063846,0.07543,0.047221,0.081939,0.138536,0.089265,0.080508,0.102744,0.071477,0.109142,0.100299,0.120255,0.101273,0.096671,0.102109,0.062565,0.060956,0.139789,0.139822,0.085655,0.127814,0.035179,0.143579,0.108636,0.171598,0.430164,0.198363,0.216452,0.160708,5
0.11533,0.547626,0.370467,0.326967,0.461513,0.146309,0.397582,0.346014,0.320398,0.211044,0.181918,0.095684,0.249014,0.042005,0.124095,0.033375,0.145356,0.14194,0.127537,0.060661,0.018907,0.195883,0.144703,0.087624,0.077003,0.170551,0.198317,0.020718,0.036263,0.102995,0.178171,0.087693,0.056789,0.056779,0.111197,0.121647,0.094132,0.025197,0.139222,0.119854,0.120811,0.033034,0.085388,0.095688,0.043833,0.064695,0.106181,0.056637,0.015958,0.092418,0.105487,0.060233,0.110404,0.11978,0.067089,0.083817,0.106976,0.107302,0.170156,0.06606,0.128798,0.266044,0.142339,0.068239,0.277893,0.225649,0.052127,0.086566,0.300122,0.253418,0.074609,0.202337,0.412135,0.273228,0.291611,0.142906,5
0.116105,0.312063,0.442033,0.124671,0.493028,0.182975,0.186625,0.289921,0.221945,0.254439,0.260818,0.120684,0.166662,0.117993,0.192792,0.193827,0.029569,0.14408,0.090695,0.083883,0.241187,0.071417,0.13505,0.14159,0.041267,0.233985,0.068487,0.1078,0.162287,0.076871,0.208437,0.080923,0.095764,0.163128,0.098803,0.121893,0.100082,0.048768,0.220081,0.036551,0.106385,0.097822,0.049644,0.180445,0.081752,0.026406,0.131544,0.036994,0.067296,0.030042,0.15033,0.035455,0.095436,0.069452,0.150122,0.049821,0.059831,0.147075,0.133985,0.056592,0.053499,0.0991,0.076682,0.061137,0.153522,0.168275,0.123269,0.086523,0.119638,0.209023,0.047117,0.171832,0.159982,0.15112,0.229461,0.1496,5
0.270943,0.430326,0.452352,0.188396,0.421148,0.117774,0.32541,0.394168,0.288482,0.128451,0.25168,0.154018,0.182124,0.134883,0.241511,0.173731,0.12717,0.048953,0.179541,0.21678,0.06611,0.032308,0.161226,0.162023,0.046596,0.022824,0.102829,0.223593,0.027356,0.048577,0.101611,0.194376,0.072722,0.116967,0.102272,0.169459,0.066728,0.116817,0.091523,0.148815,0.070828,0.093924,0.116556,0.062191,0.086299,0.077267,0.093529,0.055834,0.051935,0.070697,0.115125,0.056555,0.058218,0.168092,0.078465,0.073624,0.215118,0.141048,0.069495,0.146881,0.21709,0.111174,0.185867,0.151179,0.135871,0.276382,0.248506,0.074768,0.351189,0.371736,0.133485,0.104024,0.457412,0.218698,0.045512,0.240002,5
0.015093,0.544011,0.309449,0.351907,0.440619,0.141432,0.533672,0.211191,0.457731,0.375372,0.168585,0.156728,0.187348,0.181697,0.310949,0.104981,0.204088,0.047807,0.170202,0.264846,0.172809,0.188836,0.132002,0.128371,0.27423,0.108238,0.167884,0.104134,0.121606,0.194023,0.146687,0.189394,0.09021,0.128576,0.192225,0.1467,0.162416,0.089971,0.083405,0.162842,0.144222,0.149127,0.06622,0.083899,0.039615,0.079289,0.093619,0.156484,0.025818,0.04136,0.136132,0.161302,0.051275,0.070179,0.114125,0.115599,0.092157,0.053734,0.11058,0.18377,0.090561,0.031252,0.094764,0.103295,0.192964,0.043512,0.137906,0.131899,0.078758,0.079405,0.061884,0.111949,0.276721,0.113865,0.179368,0.090292,5
0.032524,0.583371,0.374958,0.313351,0.43043,0.216317,0.443115,0.318028,0.399762,0.26947,0.291543,0.088795,0.162177,0.025252,0.235572,0.197873,0.065968,0.031198,0.248111,0.20232,0.221512,0.060362,0.147784,0.171596,0.167089,0.1197,0.078666,0.090166,0.186584,0.083234,0.174158,0.084605,0.127196,0.189802,0.105063,0.103176,0.025976,0.083879,0.213217,0.047677,0.067948,0.060053,0.103543,0.206339,0.053826,0.163097,0.11126,0.020206,0.056255,0.159136,0.127842,0.02553,0.065747,0.141428,0.111275,0.068252,0.086275,0.101647,0.185597,0.121862,0.047245,0.1022,0.156048,0.053871,0.148744,0.061245,0.159458,0.12771,0.110647,0.080551,0.115754,0.195961,0.344257,0.20041,0.354515,0.183262,5
0.057628,0.393538,0.523535,0.161836,0.447202,0.350546,0.451713,0.137487,0.422522,0.353552,0.173548,0.162965,0.07019,0.193368,0.089478,0.271369,0.04708,0.015684,0.154464,0.128615,0.234457,0.105788,0.025155,0.020782,0.127584,0.237427,0.119571,0.131901,0.09186,0.162575,0.198276,0.061275,0.134091,0.080241,0.195887,0.072186,0.135327,0.135268,0.100284,0.131394,0.034799,0.161627,0.155269,0.050914,0.119357,0.059115,0.096561,0.110186,0.096001,0.078783,0.077654,0.069363,0.063316,0.077063,0.142661,0.040466,0.03416,0.131414,0.163545,0.069097,0.179211,0.255938,0.077363,0.148635,0.427654,0.227426,0.005232,0.315218,0.47947,0.235151,0.255531,0.226345,0.60137,0.124928,0.379848,0.269554,5
0.218795,0.349805,0.184531,0.29576,0.172253,0.110143,0.619856,0.319122,0.306677,0.050666,0.123654,0.064994,0.214169,0.322184,0.159441,0.120563,0.083096,0.063317,0.034303,0.082189,0.069121,0.098352,0.172254,0.113898,0.11234,0.121481,0.094802,0.062725,0.069411,0.102975,0.090346,0.098871,0.124538,0.03676,0.095896,0.050843,0.07184,0.069839,0.125206,0.045119,0.07573,0.097621,0.063542,0.003181,0.055761,0.080679,0.070259,0.017148,0.082757,0.057546,0.041687,0.076687,0.057803,0.095622,0.043631,0.042722,0.072309,0.080446,0.091861,0.149976,0.098887,0.167883,0.150345,0.052298,0.16243,0.050385,0.041652,0.134939,0.0547,0.151843,0.191414,0.150801,0.224519,0.246218,0.157101,0.21297,5
0.075743,0.373371,0.153759,0.482758,0.399208,0.048158,0.29203,0.142781,0.458622,0.306541,0.142656,0.204343,0.093892,0.089768,0.134955,0.129447,0.107123,0.087963,0.169814,0.128218,0.084015,0.112417,0.131259,0.161649,0.069461,0.055939,0.107007,0.077837,0.045218,0.049183,0.021897,0.042676,0.078444,0.058176,0.058657,0.059378,0.043699,0.105522,0.035074,0.049105,0.118175,0.012029,0.075069,0.057875,0.089122,0.107018,0.158682,0.078343,0.134301,0.090431,0.168122,0.045166,0.192617,0.124783,0.114278,0.062177,0.161536,0.138676,0.067739,0.103554,0.151574,0.186862,0.049226,0.047232,0.156896,0.168807,0.05222,0.05589,0.066787,0.146647,0.118898,0.119998,0.092573,0.3737,0.225851,0.07871,5
0.120141,0.375277,0.439982,0.229429,0.55875,0.237157,0.426391,0.30298,0.30747,0.4496,0.095307,0.172985,0.264946,0.160378,0.200795,0.129297,0.09943,0.273578,0.13482,0.137303,0.137366,0.15715,0.231063,0.100712,0.050218,0.227476,0.138898,0.084341,0.128009,0.081599,0.191672,0.115363,0.063851,0.138121,0.069911,0.152843,0.068705,0.048083,0.168208,0.048512,0.131918,0.040603,0.085747,0.134649,0.042386,0.079361,0.202943,0.051325,0.0333,0.146831,0.145103,0.078193,0.065913,0.130454,0.100826,0.095903,0.107679,0.116868,0.053767,0.129192,0.141968,0.181642,0.083227,0.141809,0.294382,0.176881,0.030912,0.175626,0.317937,0.12735,0.085105,0.203402,0.369645,0.107542,0.197955,0.082287,5
0.086684,0.501197,0.460401,0.222107,0.501502,0.105613,0.420253,0.284825,0.357024,0.239079,0.16845,0.052026,0.21613,0.035289,0.145776,0.035234,0.154587,0.147203,0.034377,0.117789,0.133639,0.222545,0.044776,0.065264,0.05198,0.201662,0.143616,0.030022,0.057682,0.094643,0.175672,0.080217,0.022412,0.049923,0.115138,0.146773,0.058397,0.042791,0.070385,0.133391,0.112354,0.028008,0.061751,0.075816,0.011815,0.169982,0.121508,0.050236,0.085495,0.131369,0.029182,0.055098,0.085103,0.111007,0.045253,0.090578,0.154423,0.145724,0.058842,0.175092,0.200181,0.132453,0.134759,0.09449,0.215745,0.189637,0.074093,0.152383,0.354914,0.256827,0.080183,0.258087,0.44617,0.15294,0.312726,0.263491,5
0.17997,0.458382,0.464751,0.148076,0.492928,0.118241,0.461098,0.346336,0.361241,0.276272,0.20113,0.137219,0.238585,0.038228,0.041954,0.187876,0.038212,0.07502,0.034179,0.130438,0.181975,0.069466,0.130407,0.139854,0.167968,0.172553,0.103775,0.151854,0.072296,0.170013,0.068276,0.155046,0.073954,0.06094,0.0503,0.122555,0.107421,0.035961,0.049518,0.10156,0.101418,0.078277,0.04138,0.124954,0.071934,0.15286,0.038473,0.105434,0.176691,0.111084,0.049994,0.137119,0.143023,0.048118,0.107022,0.109986,0.07353,0.076355,0.163589,0.093068,0.048466,0.185086,0.193549,0.12974,0.236849,0.237206,0.190956,0.110303,0.353592,0.2216,0.128159,0.152867,0.399724,0.098191,0.165801,0.20011,5
0.167038,0.437765,0.385746,0.269501,0.489872,0.186989,0.504172,0.30115,0.408318,0.26676,0.181082,0.094289,0.258647,0.162339,0.082845,0.024416,0.036925,0.274214,0.052906,0.09367,0.054837,0.132557,0.175772,0.054692,0.080421,0.089466,0.195809,0.119935,0.06196,0.113171,0.149844,0.172664,0.099333,0.117769,0.159795,0.149157,0.128937,0.069563,0.087226,0.143908,0.116837,0.034998,0.105385,0.071192,0.161317,0.062189,0.028514,0.046066,0.107379,0.012651,0.052491,0.081655,0.056945,0.071244,0.133087,0.146437,0.123047,0.160105,0.200976,0.081349,0.170972,0.255832,0.130576,0.03017,0.287276,0.206054,0.153415,0.100517,0.346971,0.261617,0.089504,0.159177,0.430309,0.169192,0.208808,0.135453,5
0.178626,0.438262,0.273607,0.305829,0.180658,0.213734,0.61213,0.103153,0.451167,0.139514,0.104785,0.268396,0.248998,0.181172,0.063923,0.078777,0.206876,0.205087,0.207055,0.187478,0.146776,0.048889,0.070305,0.148573,0.129481,0.124156,0.118538,0.057711,0.055939,0.02788,0.04042,0.155834,0.116822,0.055215,0.094391,0.037691,0.061892,0.090186,0.136957,0.103988,0.109063,0.041246,0.046623,0.078296,0.026409,0.050009,0.128636,0.061218,0.106393,0.065268,0.110096,0.069023,0.116943,0.10392,0.04613,0.036082,0.101211,0.102627,0.003696,0.07013,0.042757,0.066718,0.145155,0.120039,0.133651,0.13851,0.193522,0.098967,0.175248,0.121938,0.134028,0.090274,0.164639,0.181092,0.0696,0.134412,5
0.076013,0.419596,0.447239,0.167498,0.549935,0.183642,0.467139,0.344376,0.309293,0.383158,0.067859,0.075418,0.259773,0.186992,0.197062,0.062557,0.052025,0.265145,0.052009,0.175232,0.09225,0.137445,0.196899,0.065048,0.044311,0.143567,0.086895,0.156723,0.124791,0.033129,0.08516,0.102315,0.146977,0.161732,0.013891,0.106375,0.104228,0.03819,0.168729,0.020295,0.094225,0.029608,0.036417,0.156744,0.086363,0.102193,0.070699,0.083349,0.092265,0.07958,0.015769,0.115343,0.054616,0.069547,0.017164,0.168477,0.127393,0.095064,0.02834,0.243611,0.17149,0.114794,0.121189,0.220843,0.255683,0.111043,0.071173,0.218735,0.290495,0.108809,0.124661,0.226755,0.376382,0.035774,0.260061,0.135902,5
0.147897,0.582913,0.377233,0.350211,0.24111,0.238512,0.491225,0.172015,0.479041,0.29064,0.192142,0.196115,0.113468,0.141928,0.159299,0.140867,0.262728,0.171024,0.149282,0.036382,0.101023,0.252241,0.178996,0.018921,0.067698,0.050765,0.154725,0.187701,0.102223,0.058997,0.028513,0.14498,0.125979,0.080441,0.142299,0.045702,0.106541,0.06963,0.095557,0.156658,0.076171,0.022371,0.047651,0.104013,0.093323,0.024407,0.019359,0.102204,0.104047,0.087903,0.014799,0.088736,0.103344,0.138976,0.094647,0.085146,0.063177,0.126849,0.138442,0.051257,0.029676,0.135789,0.113363,0.061081,0.059459,0.17289,0.134196,0.074444,0.137131,0.167213,0.165994,0.112354,0.230648,0.066472,0.143836,0.091163,5
0.22449,0.492994,0.470774,0.212511,0.399306,0.089991,0.318296,0.315356,0.223179,0.07516,0.274495,0.121603,0.203587,0.1057,0.228609,0.179984,0.097652,0.073056,0.087067,0.206878,0.034607,0.096657,0.100864,0.107215,0.073093,0.088864,0.158089,0.05818,0.129975,0.076615,0.189621,0.069428,0.148595,0.101235,0.183543,0.103406,0.095286,0.113348,0.104133,0.116935,0.064241,0.112645,0.069806,0.055293,0.155946,0.054585,0.038271,0.079493,0.060213,0.053729,0.108805,0.094567,0.080801,0.160558,0.106911,0.076598,0.198598,0.166757,0.020102,0.029016,0.195839,0.024766,0.123901,0.206035,0.060467,0.217018,0.303813,0.148812,0.295136,0.411354,0.218807,0.03014,0.453135,0.303557,0.083652,0.177264,5
0.168861,0.46973,0.477568,0.216481,0.502731,0.130574,0.458653,0.3394,0.288382,0.277131,0.208157,0.082555,0.264691,0.070382,0.072899,0.103583,0.084812,0.195015,0.050992,0.062845,0.167672,0.161336,0.145623,0.139125,0.128083,0.193934,0.143721,0.06948,0.150498,0.177811,0.134258,0.118522,0.017669,0.204461,0.156162,0.137462,0.06247,0.140069,0.184331,0.175699,0.082644,0.089243,0.16163,0.126972,0.116535,0.062183,0.018129,0.074712,0.09702,0.016125,0.071338,0.118468,0.047693,0.114946,0.127271,0.144958,0.137124,0.170608,0.17102,0.086085,0.192854,0.231775,0.116811,0.086108,0.300512,0.218758,0.111558,0.086029,0.36511,0.239144,0.081303,0.160215,0.401264,0.1442,0.223329,0.152828,5
0.095383,0.329801,0.503522,0.209722,0.466913,0.292939,0.445342,0.358779,0.367522,0.243129,0.276206,0.215033,0.119445,0.048766,0.096507,0.166882,0.160546,0.072843,0.168576,0.064095,0.236324,0.12452,0.068077,0.043226,0.113744,0.128917,0.15935,0.175619,0.039979,0.047733,0.088588,0.184801,0.107587,0.016232,0.123167,0.034228,0.139731,0.080422,0.059156,0.109772,0.031333,0.084226,0.098159,0.128392,0.141855,0.079846,0.037825,0.060144,0.097556,0.138768,0.085675,0.064079,0.092046,0.173391,0.038029,0.060145,0.079161,0.12068,0.069622,0.047758,0.080721,0.074162,0.124268,0.021705,0.066557,0.172291,0.222463,0.160281,0.079286,0.130512,0.220733,0.105242,0.333275,0.029302,0.28732,0.189241,5
0.130178,0.449994,0.43828,0.225735,0.509992,0.105515,0.460364,0.322699,0.323794,0.301662,0.171817,0.120598,0.317158,0.123683,0.061212,0.139476,0.047989,0.183179,0.069192,0.072197,0.160059,0.114285,0.083351,0.135753,0.098416,0.171688,0.027202,0.056587,0.150598,0.120461,0.090093,0.044789,0.09573,0.137334,0.064479,0.03585,0.116883,0.145025,0.062974,0.034363,0.048231,0.15468,0.119246,0.048422,0.08091,0.035813,0.078091,0.077724,0.111934,0.018897,0.07413,0.083561,0.089094,0.077277,0.130913,0.095593,0.063985,0.144202,0.169139,0.100305,0.087274,0.229508,0.127421,0.097253,0.23412,0.230404,0.133006,0.149538,0.318399,0.205285,0.051517,0.188903,0.371037,0.105239,0.18957,0.085072,5
0.146367,0.294597,0.300011,0.377236,0.074101,0.026799,0.402476,0.387369,0.248185,0.080619,0.027101,0.185266,0.100151,0.121966,0.081733,0.103891,0.062486,0.050964,0.051365,0.086636,0.092207,0.035064,0.103027,0.079081,0.123091,0.082874,0.041376,0.065018,0.055329,0.10564,0.068522,0.054794,0.076295,0.061841,0.083725,0.04638,0.062701,0.039422,0.036567,0.078435,0.054878,0.05343,0.031826,0.062026,0.070624,0.020366,0.04746,0.050048,0.100244,0.037565,0.08903,0.061752,0.0876,0.045189,0.058073,0.058121,0.073895,0.06953,0.041091,0.054741,0.066307,0.05484,0.047008,0.023887,0.038678,0.026966,0.055685,0.072487,0.079101,0.113176,0.047758,0.074999,0.178182,0.285464,0.159717,0.128803,5
0.059254,0.501182,0.335943,0.285432,0.449317,0.209158,0.520335,0.236126,0.502194,0.30966,0.248465,0.213461,0.170832,0.187612,0.209004,0.16678,0.199811,0.055157,0.106318,0.102601,0.260226,0.174378,0.105427,0.077677,0.119065,0.180732,0.101492,0.019333,0.100134,0.107686,0.167484,0.074624,0.02085,0.159235,0.100542,0.115937,0.044622,0.046238,0.15575,0.105232,0.076458,0.080143,0.068064,0.143772,0.096096,0.14428,0.056299,0.070446,0.08429,0.106224,0.148974,0.101764,0.059274,0.101407,0.152838,0.104549,0.067358,0.082467,0.199784,0.175663,0.079718,0.04897,0.209043,0.104271,0.235901,0.123898,0.214489,0.158909,0.132197,0.112353,0.169869,0.069218,0.350543,0.085994,0.228044,0.048333,5
0.231496,0.459991,0.459505,0.183724,0.414267,0.11715,0.367094,0.321703,0.214744,0.135025,0.31221,0.205935,0.148476,0.120898,0.192011,0.257136,0.086664,0.160549,0.07187,0.218334,0.026762,0.171773,0.113863,0.040639,0.09222,0.079244,0.144366,0.044539,0.103089,0.053039,0.132662,0.100074,0.059104,0.059546,0.136264,0.124481,0.031289,0.0762,0.063094,0.103029,0.049348,0.08179,0.084877,0.040079,0.135784,0.076064,0.115269,0.121993,0.073455,0.078315,0.169892,0.054731,0.102965,0.198118,0.098628,0.029565,0.208747,0.089126,0.029125,0.111112,0.097989,0.093006,0.140282,0.132219,0.084901,0.165407,0.1589,0.100334,0.219026,0.247053,0.170683,0.1478,0.412037,0.242198,0.115447,0.305083,5
0.144697,0.454464,0.395851,0.306329,0.54307,0.155342,0.442186,0.299583,0.32697,0.385237,0.120483,0.099837,0.301034,0.079261,0.245088,0.008913,0.032566,0.23731,0.051607,0.241417,0.057875,0.073987,0.22123,0.073278,0.102908,0.124664,0.108882,0.180318,0.09681,0.037134,0.070756,0.135941,0.207741,0.121114,0.042161,0.115864,0.153803,0.146582,0.109781,0.075142,0.127008,0.126941,0.137527,0.098013,0.125391,0.135471,0.07836,0.090102,0.140321,0.12635,0.097964,0.155429,0.186476,0.171535,0.053502,0.125663,0.275385,0.154161,0.020376,0.182774,0.283245,0.119799,0.097518,0.17184,0.30572,0.142817,0.069759,0.070446,0.312912,0.070364,0.008346,0.205046,0.340774,0.082011,0.245714,0.047888,5
